prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1258071,424,664,556,716,3,485551
1258073,780,1072,8,156,3,485551
1258077,416,784,2848,3032,3,485551
1258064,328,632,592,840,3,485551
1258065,2660,2904,2052,2392,3,485551
1258066,2336,2476,2368,2832,3,485551
1258067,1508,1696,484,664,3,485551
1258069,1740,2028,652,788,3,485551
1258070,472,736,1396,1524,3,485551
1258068,404,648,404,504,3,485551
1258072,1516,1776,668,776,3,485551
1258074,128,272,56,448,3,485551
1258078,4,364,612,780,3,485551
1258075,1216,1424,704,960,3,485551
1258076,1228,1524,620,768,3,485551
1258079,792,1052,2752,2952,3,485551
1258080,3208,3568,1116,1284,3,485551
