prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1429039,744,916,2050,2318,3,563546
1429044,3924,4067,960,1226,3,563546
1429047,2246,2512,27,137,3,563546
1429041,2121,2355,1122,1224,3,563546
1429043,3200,3340,429,721,3,563546
1429040,432,677,1719,1956,3,563546
1429045,948,1440,444,559,3,563546
1429038,153,609,2748,2931,3,563546
1429042,2801,3147,739,986,3,563546
1429046,218,486,794,929,3,563546
1432712,232,472,800,936,3,563546
1432713,944,1432,456,564,3,563546
1432714,744,920,2048,2312,3,563546
1432710,160,500,2756,2904,3,563546
1432715,3188,3316,424,708,3,563546
1432716,428,636,1712,1956,3,563546
1432717,2796,3124,748,988,3,563546
1432711,2248,2500,32,136,3,563546
