prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1430084,1836,2140,2864,2976,3,559634
1430085,2948,3200,1640,1852,3,559634
1430088,220,572,2536,2668,3,559634
1430086,2396,2672,2704,2816,3,559634
1430087,2144,2416,2776,2912,3,559634
1430089,2432,2784,2896,3016,3,559634
1436698,76,281,1822,2094,3,559634
1436701,3157,3320,2026,2405,3,559634
1436697,209,432,1568,1788,3,559634
1436700,777,1102,1655,1859,3,559634
1436707,1049,1295,2745,2844,3,559634
1436699,326,527,1697,1905,3,559634
1436706,3672,4020,1818,1954,3,559634
