prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
4367274,624,922,1755,2044,3,1953555
4367277,1035,1165,2432,2737,3,1953555
4367280,2698,2870,2708,2986,3,1953555
4367272,1828,2256,2090,2389,3,1953555
4367273,1699,1898,2140,2485,3,1953555
4367275,1088,1423,1612,1755,3,1953555
4367276,1112,1291,1742,1914,3,1953555
4367278,790,1062,2455,2545,3,1953555
4367279,673,946,2515,2638,3,1953555
4367282,3348,3501,2177,2509,3,1953555
4367283,2326,2638,1855,1974,3,1953555
4367281,491,843,13,106,3,1953555
