prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5273829,71,366,474,584,3,2835856
5273830,821,1067,112,288,3,2835856
5273832,1820,2115,79,258,3,2835856
5273834,1409,1664,1446,1659,3,2835856
5273837,466,785,2903,3003,3,2835856
5273839,3473,3669,2509,2844,3,2835856
5273828,337,688,620,720,3,2835856
5273831,1448,1588,511,740,3,2835856
5273833,2152,2424,477,783,3,2835856
5273835,1246,1518,1689,1881,3,2835856
5273836,181,366,2588,2711,3,2835856
5273838,1538,1677,2230,2472,3,2835856
5273841,3543,3765,1825,1974,3,2835856
5273842,3699,3874,2462,2555,3,2835856
5273840,2925,3234,2177,2296,3,2835856
5261658,3240,3372,2328,2668,3,2835856
5261659,1,144,252,496,3,2835856
5261660,260,592,2028,2156,3,2835856
