prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1424046,3071,3385,68,240,3,558287
1424047,2480,2675,401,699,3,558287
1424048,2277,2522,1366,1556,3,558287
1424051,1733,1974,1760,1923,3,558287
1424052,55,201,757,947,3,558287
1424054,3749,3871,1155,1335,3,558287
1424055,2923,3084,1881,2142,3,558287
1424057,1195,1324,2198,2409,3,558287
1424058,3187,3361,2530,2675,3,558287
1424059,3340,3557,2643,2881,3,558287
1424049,728,1055,1142,1258,3,558287
1424050,773,1169,1501,1709,3,558287
1424053,2878,3145,1570,1818,3,558287
1424056,1383,1625,2208,2308,3,558287
1424060,3338,3504,2728,2957,3,558287
