prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426653,1312,1480,692,944,3,557702
1426657,24,408,2884,3012,3,557702
1426658,1208,1428,1780,2036,3,557702
1426661,1068,1444,436,604,3,557702
1426655,2220,2440,348,452,3,557702
1426656,1272,1496,2072,2224,3,557702
1426659,1900,2196,2044,2188,3,557702
1426660,1172,1588,2392,2592,3,557702
1429531,1841,1989,2700,2924,3,557702
1429530,564,791,2903,3064,3,557702
1429537,3187,3401,1161,1349,3,557702
1429536,3546,3836,1557,1657,3,557702
1429538,1388,1530,1705,1900,3,557702
1429539,1467,1657,1892,2027,3,557702
