prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1424161,3572,3861,2703,3043,3,558255
1424166,2408,2590,2716,2802,3,558255
1424169,265,421,2350,2554,3,558255
1424174,1337,1474,1717,1806,3,558255
1424178,87,272,1314,1562,3,558255
1424181,3108,3295,109,318,3,558255
1424160,3426,3693,2547,3040,3,558255
1424162,3769,4017,2411,2709,3,558255
1424165,2186,2415,2446,2725,3,558255
1424168,377,615,2515,2713,3,558255
1424173,962,1257,1701,1816,3,558255
1424177,253,482,744,1116,3,558255
1424179,462,675,1434,1533,3,558255
1424163,2790,3175,2369,2487,3,558255
1424164,2154,2288,2261,2519,3,558255
1424167,475,695,2729,2891,3,558255
1424171,710,879,2007,2255,3,558255
1424175,1871,2071,1069,1352,3,558255
1424176,1464,1677,1145,1231,3,558255
1424180,389,660,449,589,3,558255
1424182,3216,3362,372,515,3,558255
