prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426366,1656,1880,156,416,3,557634
1426367,2728,3000,104,204,3,557634
1426365,1480,1580,1272,1516,3,557634
1426368,984,1168,2700,3036,3,557634
1426369,588,792,124,372,3,557634
1426370,888,1096,860,1232,3,557634
1429583,3762,3983,995,1212,3,557634
1429586,2526,2641,2392,2606,3,557634
1429590,2774,3016,2995,3146,3,557634
1429582,2644,2943,545,654,3,557634
1429584,3863,4106,1178,1345,3,557634
1429587,3397,3858,2935,3062,3,557634
1429588,2602,2886,3005,3161,3,557634
1429585,3827,4007,1545,1968,3,557634
