prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1444361,1284,1476,1568,1988,3,581877
1444366,1072,1300,2688,2852,3,581877
1444367,2124,2364,852,976,3,581877
1444368,3020,3328,1432,1552,3,581877
1444369,3312,3516,344,680,3,581877
1444363,956,1092,2096,2340,3,581877
1444365,1940,2208,2552,2880,3,581877
1444371,1344,1688,412,572,3,581877
1444373,2588,2936,2632,2892,3,581877
1444362,3404,3568,2856,3016,3,581877
1444364,2140,2384,1140,1284,3,581877
1444370,3256,3440,32,368,3,581877
1444372,388,836,1820,1944,3,581877
1450663,1844,2015,2495,2700,3,581877
1450662,628,759,544,857,3,581877
1450664,2340,2570,3029,3174,3,581877
