prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5273910,280,464,2506,2736,3,2836438
5273912,2275,2386,2212,2510,3,2836438
5273915,3200,3378,2064,2155,3,2836438
5273917,3730,3831,2070,2343,3,2836438
5273918,755,842,2566,2695,3,2836438
5273920,527,693,1629,1722,3,2836438
5273911,1969,2104,1921,2111,3,2836438
5273913,2108,2315,2619,2728,3,2836438
5273914,2809,3101,2494,2685,3,2836438
5273916,3595,3801,1863,2089,3,2836438
5273919,687,951,1546,1689,3,2836438
5273921,826,1205,1028,1167,3,2836438
5273922,814,1110,883,978,3,2836438
5261813,468,664,2600,2868,3,2836438
