prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
2856107,128,264,760,956,3,1609551
2856109,2420,2552,2788,3020,3,1609551
2856108,48,352,2932,3032,3,1609551
2870231,3263,3405,2140,2411,3,1609551
2870229,2990,3140,2552,2652,3,1609551
2870238,3252,3434,2678,2761,3,1609551
2870226,3672,3899,2823,2985,3,1609551
2870227,2913,2993,2505,2681,3,1609551
2870228,2969,3231,2467,2590,3,1609551
2870230,3213,3310,2196,2484,3,1609551
2870232,3393,3587,2372,2467,3,1609551
2870233,3561,3755,2302,2393,3,1609551
2870234,3334,3578,2499,2652,3,1609551
2870235,3328,3387,2428,2599,3,1609551
2870236,3219,3322,2452,2596,3,1609551
2870237,3143,3237,2543,2702,3,1609551
