prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1429875,1934,2332,2410,2692,3,551886
1429870,870,950,1077,1377,3,551886
1429873,3001,3185,596,914,3,551886
1429871,794,1088,1196,1371,3,551886
1429874,3614,3994,1720,1972,3,551886
1429872,972,1122,1095,1178,3,551886
1429876,2314,2719,2226,2441,3,551886
1419956,3032,3316,2032,2132,3,551886
1419958,2180,2528,2112,2228,3,551886
1419959,2504,2904,424,532,3,551886
1419955,672,884,1112,1252,3,551886
1419957,196,440,1340,1484,3,551886
1419960,432,664,1216,1384,3,551886
1419961,1616,1964,2640,2824,3,551886
1419962,1924,2168,1948,2156,3,551886
