prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5242572,240,488,580,820,3,2821860
5242586,1756,2100,2564,2668,3,2821860
5242591,1316,1712,452,568,3,2821860
5242566,52,340,1276,1460,3,2821860
5242575,3104,3460,2672,2784,3,2821860
5242562,1976,2304,512,652,3,2821860
5242578,112,288,1868,2168,3,2821860
5242582,408,752,2132,2248,3,2821860
5242608,756,1080,2416,2516,3,2821860
5242604,60,500,1380,1496,3,2821860
5260203,1536,1759,1918,2306,3,2821860
5242600,608,896,2248,2360,3,2821860
5260202,703,985,1148,1257,3,2821860
5260205,3571,3906,889,1012,3,2821860
5260201,1649,1954,504,677,3,2821860
5260204,3451,3747,2668,2840,3,2821860
5260206,2023,2214,1555,1639,3,2821860
5242569,100,444,2128,2260,3,2821860
5242594,552,792,2400,2540,3,2821860
