prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426797,1668,1804,2660,2892,3,557733
1426800,2444,2624,776,1064,3,557733
1426804,2076,2528,1424,1532,3,557733
1426805,3084,3360,892,1020,3,557733
1426807,2336,2540,1752,2132,3,557733
1426808,880,1236,2112,2240,3,557733
1426799,1516,1616,2720,2968,3,557733
1426802,3164,3392,60,184,3,557733
1426803,1436,1716,2072,2200,3,557733
1426806,576,776,2076,2328,3,557733
1426809,2604,2900,1052,1232,3,557733
1429550,1369,1583,2002,2113,3,557733
1429553,786,1024,1321,1427,3,557733
1429551,3604,3899,2923,3060,3,557733
1429552,944,1142,1625,1738,3,557733
1429554,2042,2213,314,498,3,557733
