prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1427061,3320,3508,520,672,3,557764
1427062,2804,3148,1052,1192,3,557764
1427063,2864,3256,224,452,3,557764
1427064,804,1100,748,956,3,557764
1427067,1168,1504,1236,1436,3,557764
1427068,2352,2792,616,968,3,557764
1427065,1312,1472,612,824,3,557764
1427066,592,868,1132,1260,3,557764
1429346,3541,3860,2786,3013,3,557764
1429348,3236,3339,217,430,3,557764
1429349,3314,3452,588,763,3,557764
1429347,3400,3558,3007,3185,3,557764
1429350,3555,3641,580,749,3,557764
