prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1445750,2940,3164,2188,2300,3,584418
1445755,908,1132,900,1224,3,584418
1445758,1328,1688,1112,1300,3,584418
1445748,860,1192,2780,2880,3,584418
1445751,232,600,2540,2724,3,584418
1445756,2000,2292,2248,2420,3,584418
1445752,936,1184,600,708,3,584418
1445754,1128,1400,64,300,3,584418
1445749,2372,2532,1596,1808,3,584418
1445753,668,1036,484,636,3,584418
1445757,604,960,1056,1232,3,584418
1450556,1676,1821,226,564,3,584418
1450557,206,412,703,919,3,584418
1450558,412,621,936,1037,3,584418
