prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426416,1636,1976,1112,1224,3,557655
1426421,340,612,1232,1364,3,557655
1426422,2240,2376,2256,2524,3,557655
1426424,504,824,980,1312,3,557655
1426425,2732,3196,1300,1468,3,557655
1426418,172,448,664,760,3,557655
1426419,3332,3564,12,148,3,557655
1426420,1124,1340,976,1112,3,557655
1426423,352,508,752,1184,3,557655
1429574,3392,3496,1249,1432,3,557655
1429573,2745,2849,1442,1672,3,557655
1429575,3697,3845,1317,1695,3,557655
1429576,2995,3173,504,663,3,557655
1429577,3475,3764,160,290,3,557655
1429578,3850,4059,1859,1956,3,557655
1429579,3738,4090,2068,2203,3,557655
1429581,3730,4085,3011,3251,3,557655
1429580,1135,1434,3009,3157,3,557655
