prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1423967,1416,1589,2229,2623,3,558472
1423968,1224,1364,2158,2383,3,558472
1423970,1348,1478,1628,1980,3,558472
1423971,964,1224,1374,1655,3,558472
1423972,2959,3095,688,1063,3,558472
1423974,1440,1743,501,679,3,558472
1423977,1840,2000,1017,1207,3,558472
1423980,1067,1243,363,574,3,558472
1423965,3314,3433,3018,3305,3,558472
1423966,2446,2643,2377,2640,3,558472
1423969,569,899,2142,2223,3,558472
1423973,3654,4019,498,742,3,558472
1423975,1508,1764,615,820,3,558472
1423976,1932,2354,980,1131,3,558472
1423978,1143,1475,966,1115,3,558472
1423979,926,1232,1077,1293,3,558472
