prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
3025279,2064,2208,2232,2444,3,1649013
3025280,2304,2448,1996,2280,3,1649013
3025281,1884,2164,1800,1920,3,1649013
3025282,992,1308,2284,2404,3,1649013
3040935,283,418,421,612,3,1649013
3040937,2053,2257,1415,1498,3,1649013
3040940,2096,2371,477,580,3,1649013
3040945,3134,3277,1960,2200,3,1649013
3040946,446,565,2758,2939,3,1649013
3040938,2219,2433,1556,1668,3,1649013
3040943,3587,3763,2377,2653,3,1649013
3040936,2500,2794,1299,1410,3,1649013
3040939,2408,2590,1046,1209,3,1649013
3040944,3612,3732,2602,2977,3,1649013
3040947,1951,2179,3023,3125,3,1649013
