prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1446099,3280,3448,828,1284,3,584818
1446101,2140,2512,1136,1312,3,584818
1446098,1668,1792,2052,2412,3,584818
1446100,3320,3552,2144,2356,3,584818
1450299,2028,2159,249,509,3,584818
1450300,2654,2797,14,362,3,584818
1450303,3492,3791,1969,2151,3,584818
1450305,1881,1981,2420,2828,3,584818
1450306,4030,4239,2394,2633,3,584818
1450301,2224,2419,714,974,3,584818
1450302,2089,2267,822,1165,3,584818
1450304,3748,4152,1869,2021,3,584818
1450307,4052,4282,2516,2733,3,584818
