prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1452114,796,1056,1040,1188,3,591392
1452117,3016,3128,268,572,3,591392
1452118,1556,1664,2096,2364,3,591392
1452119,1040,1164,1612,1932,3,591392
1452120,2048,2448,196,408,3,591392
1452125,2228,2384,1732,1960,3,591392
1452129,1544,1864,136,436,3,591392
1452116,1228,1344,1728,2036,3,591392
1452121,248,496,1384,1528,3,591392
1452122,1544,1848,2028,2188,3,591392
1452123,1200,1424,20,384,3,591392
1452124,3348,3568,1704,1824,3,591392
1452127,1784,2104,308,580,3,591392
1452128,1772,1988,1968,2200,3,591392
1452126,424,688,48,188,3,591392
