prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426066,2104,2336,2708,2904,3,557519
1426064,824,1072,2408,2520,3,557519
1426065,3304,3564,932,1080,3,557519
1426068,732,996,48,152,3,557519
1426069,3248,3488,520,768,3,557519
1426067,2088,2268,2848,3036,3,557519
1426070,1360,1620,572,708,3,557519
1429367,674,996,938,1067,3,557519
1429388,3129,3533,739,911,3,557519
1429391,1625,1909,216,346,3,557519
1429387,3533,3663,747,1075,3,557519
1429390,1591,1771,570,669,3,557519
1429386,3889,4064,1252,1387,3,557519
1429389,3182,3533,854,955,3,557519
