prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1436605,1584,1714,2384,2637,3,559570
1436609,1938,2103,2384,2781,3,559570
1436612,1786,1956,1104,1393,3,559570
1436616,3214,3470,1159,1411,3,559570
1436618,3279,3618,982,1101,3,559570
1436623,3351,3553,419,571,3,559570
1436626,3567,3856,59,268,3,559570
1436603,1357,1494,1494,1916,3,559570
1436607,1645,1829,2597,3041,3,559570
1436610,2439,2792,1634,2017,3,559570
1436613,1746,1956,556,870,3,559570
1436617,3625,3841,1443,1624,3,559570
1436621,2969,3246,369,502,3,559570
1436624,3336,3528,463,683,3,559570
1436604,1386,1544,1890,2284,3,559570
1436606,1462,1631,2312,2713,3,559570
1436611,2222,2464,1260,1627,3,559570
1436614,1371,1599,369,607,3,559570
1436620,2727,2998,340,466,3,559570
1436619,3398,3675,877,1097,3,559570
1436615,2904,3221,1382,1620,3,559570
1436622,3030,3358,499,690,3,559570
1436625,2980,3286,221,318,3,559570
