prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426941,3352,3488,56,340,3,557752
1426942,536,740,592,912,3,557752
1426943,952,1120,808,1060,3,557752
1426937,792,1012,284,556,3,557752
1426939,696,804,648,908,3,557752
1426940,204,532,1600,1716,3,557752
1426944,352,608,388,572,3,557752
1429445,3425,3652,2280,2415,3,557752
1429444,2671,2800,2022,2301,3,557752
1429447,3900,4072,2528,2819,3,557752
1429442,3861,4425,127,547,3,557752
1429443,3003,3135,982,1270,3,557752
1429448,444,613,2560,2679,3,557752
1429449,212,481,1386,1523,3,557752
1429450,2030,2175,3022,3354,3,557752
