prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426163,3128,3356,2844,3028,3,557559
1426166,2476,2752,1252,1400,3,557559
1426169,2108,2300,1176,1396,3,557559
1426170,1664,1844,1744,2032,3,557559
1426171,504,704,2600,2752,3,557559
1426172,708,932,2636,2868,3,557559
1426175,1644,1916,328,476,3,557559
1426162,1512,1776,1684,1804,3,557559
1426164,3100,3324,892,1024,3,557559
1426165,2808,3112,932,1124,3,557559
1426167,248,620,120,452,3,557559
1426168,604,824,2512,2660,3,557559
1426173,2316,2652,128,264,3,557559
1426174,2028,2252,1636,1832,3,557559
1429609,3564,3793,335,441,3,557559
1429608,809,1086,2082,2201,3,557559
