prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1423891,247,494,2352,2645,3,558450
1423953,769,994,1979,2211,3,558450
1423955,1397,1800,1095,1341,3,558450
1423957,3084,3230,1135,1533,3,558450
1423960,3906,4044,814,979,3,558450
1423951,1543,1835,2555,2974,3,558450
1423952,3906,4065,2871,3066,3,558450
1423954,499,672,1871,2071,3,558450
1423958,2616,2873,962,1111,3,558450
1423959,3871,4073,946,1141,3,558450
1423963,2508,2759,254,535,3,558450
1423964,1597,1813,111,270,3,558450
1423961,3825,4022,535,673,3,558450
1423962,1637,1743,703,1027,3,558450
