prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1428930,1525,1961,1696,1828,3,563396
1428932,3796,4048,909,1128,3,563396
1428926,1917,2015,2207,2388,3,563396
1428928,1747,1934,2196,2353,3,563396
1428934,2542,3042,755,855,3,563396
1428936,739,820,396,558,3,563396
1428927,1734,1912,2375,2456,3,563396
1428929,1852,2063,2380,2483,3,563396
1428935,1460,1604,444,650,3,563396
1428931,3675,4064,1161,1299,3,563396
1428933,3002,3415,739,861,3,563396
1431888,2536,3032,748,868,3,563396
1431889,3016,3396,748,876,3,563396
1431890,1536,1944,1712,1836,3,563396
