prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426084,3060,3512,2000,2112,3,557523
1426087,3068,3388,1000,1128,3,557523
1426089,1928,2228,2248,2564,3,557523
1426090,808,1004,1120,1344,3,557523
1426092,1324,1620,1832,2012,3,557523
1426081,28,228,1284,1432,3,557523
1426082,2688,2824,2832,3036,3,557523
1426086,868,1060,12,296,3,557523
1426088,668,916,868,1228,3,557523
1426091,316,592,840,1076,3,557523
1429643,639,910,608,727,3,557523
1429644,478,639,1220,1402,3,557523
1429645,386,675,1660,1773,3,557523
1429638,2221,2447,3010,3230,3,557523
