prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1424232,3585,3823,2859,3006,3,558306
1424233,3330,3718,2465,2590,3,558306
1424235,3163,3316,1917,2188,3,558306
1424236,3371,3485,1728,1936,3,558306
1424238,3025,3357,1504,1748,3,558306
1424241,1617,1966,1953,2047,3,558306
1424243,814,950,2565,2964,3,558306
1424231,3036,3360,2507,2684,3,558306
1424237,3712,3928,2000,2100,3,558306
1424240,2385,2554,2742,2970,3,558306
1424244,3280,3668,842,997,3,558306
1424234,3230,3468,2188,2371,3,558306
1424239,2379,2629,2615,2848,3,558306
1424242,1795,1972,2282,2487,3,558306
1424245,3889,4078,279,393,3,558306
