prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1258649,2208,2472,1944,2056,3,485590
1258651,3240,3500,724,844,3,485590
1258653,996,1184,2680,2868,3,485590
1258654,2892,3140,1412,1520,3,485590
1258658,1388,1688,1332,1476,3,485590
1258659,1232,1496,412,568,3,485590
1258648,2060,2276,2660,2768,3,485590
1258650,2000,2228,496,616,3,485590
1258655,1408,1676,2124,2252,3,485590
1258656,2620,2992,1076,1260,3,485590
1258657,168,456,2312,2612,3,485590
1258660,404,600,2552,2832,3,485590
1258661,2588,2936,2436,2660,3,485590
