prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1425913,2020,2232,1256,1448,3,557485
1425915,1680,1916,2640,2748,3,557485
1425916,2260,2348,212,444,3,557485
1425918,1852,2136,672,820,3,557485
1425919,336,604,520,852,3,557485
1425911,3416,3568,1016,1192,3,557485
1425917,2516,2680,2716,2968,3,557485
1429621,2020,2163,1608,1942,3,557485
1429627,2211,2497,3000,3282,3,557485
1429620,778,948,47,218,3,557485
1429622,1443,1659,2789,2895,3,557485
1429623,3428,3755,518,713,3,557485
