prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1259432,2536,2784,1076,1204,3,485618
1259437,2876,3000,444,732,3,485618
1259439,156,572,2776,2920,3,485618
1259444,560,880,1508,1648,3,485618
1259431,1068,1260,1148,1260,3,485618
1259436,680,840,668,1040,3,485618
1259438,360,732,712,848,3,485618
1259443,2080,2432,2320,2516,3,485618
1259433,3416,3556,-8,208,3,485618
1259434,2556,2864,792,896,3,485618
1259435,572,716,484,824,3,485618
1259440,1676,1916,376,508,3,485618
1259441,648,960,1348,1484,3,485618
1259442,2332,2696,528,648,3,485618
1259445,2816,3200,172,340,3,485618
