prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1430145,3196,3556,2520,2688,3,559678
1430146,2592,2868,2536,2744,3,559678
1430144,1056,1276,2464,2616,3,559678
1436681,1155,1400,2097,2259,3,559678
1436675,147,433,1000,1134,3,559678
1436677,262,522,1099,1280,3,559678
1436679,522,808,2364,2577,3,559678
1436683,2665,2942,2736,2889,3,559678
1436685,2700,2882,1248,1468,3,559678
1436689,2818,2939,1713,2005,3,559678
1436676,39,325,1128,1261,3,559678
1436680,904,1085,2151,2275,3,559678
1436684,3823,4007,2765,2924,3,559678
1436682,1543,1724,2110,2434,3,559678
1436688,2840,2939,1458,1735,3,559678
