prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1445630,932,1164,432,524,3,584377
1445626,1192,1408,980,1116,3,584377
1445633,408,804,1640,1784,3,584377
1445627,88,492,2120,2260,3,584377
1445628,3316,3564,908,1008,3,584377
1445629,772,1240,2560,2784,3,584377
1445631,532,812,1304,1576,3,584377
1445632,2488,2780,2432,2652,3,584377
1450547,3713,3913,1209,1337,3,584377
1450551,1595,1750,770,966,3,584377
1450546,3494,3737,1831,1966,3,584377
1450550,1567,1818,644,884,3,584377
1450554,57,189,1172,1435,3,584377
1450548,3818,4051,925,1020,3,584377
1450552,3848,4075,543,742,3,584377
1450549,2311,2480,384,776,3,584377
1450553,615,784,1036,1418,3,584377
