prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426785,3240,3380,868,1072,3,557732
1426786,1356,1464,1932,2236,3,557732
1426788,412,716,1484,1760,3,557732
1426789,672,1012,100,260,3,557732
1426791,3216,3552,1616,1784,3,557732
1426794,2932,3280,1384,1632,3,557732
1426787,1260,1500,12,308,3,557732
1426790,3196,3448,1824,2132,3,557732
1426792,2268,2544,344,568,3,557732
1426793,2696,3048,832,976,3,557732
1426795,2360,2656,92,248,3,557732
1429462,3935,4135,1707,1854,3,557732
1429465,2676,2877,2593,2683,3,557732
1429471,2312,2491,3013,3295,3,557732
1429461,3819,4072,1585,1686,3,557732
1429464,222,394,1501,1796,3,557732
1429460,3726,3903,883,955,3,557732
1429463,3296,3394,2068,2340,3,557732
