prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1448883,2936,3232,2852,2968,3,589254
1448893,1168,1412,1504,1676,3,589254
1448903,644,1088,1388,1536,3,589254
1448885,1172,1416,2292,2452,3,589254
1448887,1356,1476,2096,2412,3,589254
1448891,2356,2696,1328,1680,3,589254
1448895,276,560,976,1252,3,589254
1448899,832,1192,2192,2312,3,589254
1448889,1080,1400,1644,1760,3,589254
1448897,436,644,2524,2724,3,589254
1448901,612,828,2208,2388,3,589254
1459314,1137,1292,2056,2285,3,589254
1459315,1106,1377,2950,3053,3,589254
