prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1424246,3585,3831,2552,2823,3,558318
1424247,2631,2981,2724,2881,3,558318
1424250,1260,1389,2795,3056,3,558318
1424256,1103,1246,1858,2122,3,558318
1424257,1074,1175,1656,1917,3,558318
1424259,945,1400,1353,1538,3,558318
1424262,3719,3874,1292,1524,3,558318
1424265,3475,3683,377,478,3,558318
1424269,2398,2612,733,860,3,558318
1424248,1678,1868,2792,3064,3,558318
1424251,143,373,2781,2913,3,558318
1424254,362,457,2195,2481,3,558318
1424258,513,887,1463,1656,3,558318
1424261,1630,1879,1191,1367,3,558318
1424264,3066,3388,787,874,3,558318
1424270,1663,1790,795,1078,3,558318
1424249,1882,2017,2312,2576,3,558318
1424253,197,331,2503,2702,3,558318
1424255,777,1018,2484,2671,3,558318
1424263,3862,4070,1477,1594,3,558318
1424266,3175,3554,32,136,3,558318
1424268,2508,2825,492,613,3,558318
