prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426372,3072,3524,2912,3040,3,557636
1426374,3036,3336,488,640,3,557636
1426377,2100,2304,132,352,3,557636
1426375,2852,3104,1440,1648,3,557636
1426376,2644,2932,2668,2820,3,557636
1426378,2212,2484,80,304,3,557636
1426379,2724,2904,144,516,3,557636
1429665,2264,2634,2997,3115,3,557636
1429671,1745,1937,112,259,3,557636
1429674,3980,4082,466,700,3,557636
1429666,2498,2813,2942,3049,3,557636
1429675,2918,3077,679,833,3,557636
1429667,3877,4066,2593,2798,3,557636
