prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1429096,2088,2359,769,988,3,563297
1429094,1043,1165,279,556,3,563297
1429098,1530,1653,1815,2075,3,563297
1429101,800,1090,1942,2062,3,563297
1429104,3831,4084,3029,3217,3,563297
1429095,2374,2520,973,1390,3,563297
1429099,3240,3360,2046,2312,3,563297
1429103,717,923,2828,3042,3,563297
1429097,2390,2494,1348,1653,3,563297
1429100,618,923,1947,2075,3,563297
1429102,1267,1384,2312,2521,3,563297
1431581,824,1080,1936,2064,3,563297
1431580,608,872,1956,2076,3,563297
1431579,1536,1652,1816,2064,3,563297
