prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1430099,1276,1448,2652,2904,3,559643
1436381,2504,2687,2281,2583,3,559643
1436383,2984,3324,1645,1786,3,559643
1436388,3367,3667,2048,2198,3,559643
1436392,3543,3681,2469,2633,3,559643
1436382,943,1204,2835,3045,3,559643
1436386,3569,3880,2031,2172,3,559643
1436384,3432,3746,1606,1731,3,559643
1436389,3922,4109,2270,2518,3,559643
1436374,2692,2852,2656,2959,3,559643
1436385,3860,4073,1717,1989,3,559643
1436391,3775,4014,2433,2532,3,559643
1436390,3615,3919,2375,2584,3,559643
1436393,3726,3903,2509,2692,3,559643
