prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1428513,1044,1372,160,332,3,559510
1428512,2860,3160,2876,3008,3,559510
1428514,1192,1636,540,660,3,559510
1436782,3525,3659,1486,1772,3,559510
1436783,3501,3669,1855,2234,3,559510
1436779,1356,1778,372,506,3,559510
1436784,1143,1514,2731,2923,3,559510
1436787,560,836,2725,2939,3,559510
1436780,1551,1826,86,378,3,559510
1436786,2580,2825,2634,2803,3,559510
1436790,539,745,2853,3027,3,559510
1436781,3498,3851,316,455,3,559510
1436785,1260,1562,2576,2707,3,559510
