prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426662,1736,2052,1580,1724,3,557703
1426663,3104,3288,852,1096,3,557703
1426666,2504,2844,788,1180,3,557703
1426667,376,568,656,920,3,557703
1426668,2692,2812,1044,1292,3,557703
1426671,2816,3116,724,908,3,557703
1426672,2076,2216,2672,3032,3,557703
1426675,1976,2284,96,416,3,557703
1426664,240,496,932,1036,3,557703
1426665,3300,3524,1076,1204,3,557703
1426669,3128,3356,1052,1376,3,557703
1426670,96,360,376,704,3,557703
1426674,1960,2220,1108,1476,3,557703
1429480,2805,3024,1035,1151,3,557703
1429484,1505,1658,2565,2874,3,557703
1429486,3626,3903,2681,2829,3,557703
1429483,2022,2188,2209,2417,3,557703
1429485,3586,3921,2789,2927,3,557703
1429479,2615,2821,818,977,3,557703
1429481,1536,1795,1589,1752,3,557703
1429482,1874,2038,2114,2283,3,557703
1429487,3937,4077,1536,1768,3,557703
