prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5242420,1492,1792,748,944,3,2821821
5242418,1336,1580,1488,1668,3,2821821
5242423,884,1120,1540,1716,3,2821821
5242411,36,504,2716,2844,3,2821821
5242419,1100,1300,1604,1900,3,2821821
5242415,1124,1480,1236,1448,3,2821821
5242421,1732,2064,608,736,3,2821821
5242424,1740,2164,372,532,3,2821821
5242416,352,760,1316,1440,3,2821821
5242417,2176,2460,436,556,3,2821821
5242422,3240,3508,1772,1928,3,2821821
5242426,1900,2236,1272,1432,3,2821821
5260233,1460,1676,1314,1427,3,2821821
5260237,3355,3584,1904,2037,3,2821821
5260239,3786,4055,2041,2266,3,2821821
5260240,3458,3767,1616,1865,3,2821821
5260232,1341,1473,1281,1420,3,2821821
5260236,2210,2565,2296,2489,3,2821821
5260241,3763,3989,1705,2011,3,2821821
5260235,1493,1666,915,1221,3,2821821
5260238,3484,3737,2034,2203,3,2821821
5260234,1636,1799,1158,1393,3,2821821
