prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
3070606,44,260,1484,1680,3,1656357
3070607,3340,3568,376,600,3,1656357
3070608,364,668,656,764,3,1656357
3070611,3004,3132,1208,1492,3,1656357
3070612,3376,3568,868,1188,3,1656357
3070604,2716,2936,2212,2336,3,1656357
3070605,2000,2224,932,1060,3,1656357
3070609,1372,1616,884,1000,3,1656357
3070610,2548,2748,2200,2520,3,1656357
3074071,3591,3843,2428,2558,3,1656357
3074073,2720,2921,761,893,3,1656357
3074069,1155,1343,2921,3041,3,1656357
3074072,3480,3637,1560,1769,3,1656357
3070613,3084,3360,936,1236,3,1656357
3074070,262,511,2912,3032,3,1656357
