prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426711,3000,3240,84,176,3,557713
1426712,2948,3356,796,940,3,557713
1426714,1872,1976,2296,2652,3,557713
1426717,1980,2132,2172,2428,3,557713
1426709,1604,1916,696,844,3,557713
1426710,2772,2988,1000,1112,3,557713
1426713,3080,3264,1956,2252,3,557713
1426715,616,880,2208,2352,3,557713
1426716,2172,2296,2528,2852,3,557713
1426718,2168,2396,2356,2816,3,557713
1426719,2872,3056,2448,2732,3,557713
1429542,3593,3942,297,434,3,557713
1429543,2976,3113,998,1083,3,557713
1429544,3082,3248,1012,1093,3,557713
