prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1257524,2100,2356,1132,1276,3,485510
1257528,704,908,660,956,3,485510
1257532,1460,1840,2112,2240,3,485510
1257536,3080,3488,2212,2408,3,485510
1257523,280,436,2384,2560,3,485510
1257527,1112,1380,1812,1928,3,485510
1257531,2220,2492,508,724,3,485510
1257535,484,784,2292,2456,3,485510
1257525,2956,3340,1140,1284,3,485510
1257526,2876,3228,1300,1412,3,485510
1257529,1120,1352,1876,2228,3,485510
1257530,2516,2876,100,256,3,485510
1257533,12,512,1716,1960,3,485510
1257534,2072,2556,1688,2016,3,485510
1257537,344,700,88,284,3,485510
