prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426408,40,188,2408,2660,3,557652
1426409,1728,1892,2700,2900,3,557652
1426414,204,436,820,1016,3,557652
1426410,2172,2480,2896,3032,3,557652
1426413,740,1000,584,800,3,557652
1429679,1053,1265,469,590,3,557652
1429669,2807,3022,3000,3205,3,557652
1429672,1079,1386,3016,3139,3,557652
1429677,3547,3657,1673,1922,3,557652
1429681,75,258,456,540,3,557652
1429670,2167,2697,3008,3134,3,557652
1429673,1672,1976,2927,3042,3,557652
1429678,3959,4061,1699,1904,3,557652
1429676,1611,1895,2552,2696,3,557652
1429680,164,374,215,414,3,557652
1429682,85,319,535,629,3,557652
