prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1446447,628,776,576,864,3,584906
1446450,400,772,1180,1304,3,584906
1446454,908,1024,1768,2064,3,584906
1446448,948,1296,2064,2184,3,584906
1446452,1868,2040,2336,2592,3,584906
1446446,788,1116,2760,2868,3,584906
1446449,4,104,2408,2692,3,584906
1446453,448,760,1456,1608,3,584906
1446445,1100,1220,1456,1768,3,584906
1446451,2484,2808,1384,1488,3,584906
1446455,672,848,2028,2340,3,584906
1450296,785,1019,1523,1780,3,584906
1450295,3781,4068,1845,2036,3,584906
1450297,815,936,1228,1493,3,584906
