prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5273811,151,254,2343,2625,3,2835907
5273813,924,1133,2356,2724,3,2835907
5273815,2301,2547,2386,2605,3,2835907
5273818,111,559,932,1081,3,2835907
5273820,181,317,182,375,3,2835907
5273822,1293,1495,2473,2550,3,2835907
5261687,384,668,632,728,3,2835907
5273810,121,390,2220,2372,3,2835907
5273812,264,383,2336,2635,3,2835907
5273814,2079,2301,2200,2376,3,2835907
5273816,1482,1784,1885,2034,3,2835907
5273817,1442,1737,1765,1878,3,2835907
5273819,1624,1774,1111,1373,3,2835907
5273821,2849,3244,2233,2376,3,2835907
5261686,864,1128,2800,2896,3,2835907
5261689,1148,1408,2744,2860,3,2835907
