prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1257855,2808,3020,212,304,3,485540
1257858,988,1144,368,600,3,485540
1257859,1080,1380,76,236,3,485540
1257863,2040,2260,2220,2484,3,485540
1257868,1248,1444,352,620,3,485540
1257870,1600,1812,664,868,3,485540
1257874,2888,3180,1004,1188,3,485540
1257876,2288,2608,2356,2560,3,485540
1257856,1460,1664,1888,2276,3,485540
1257857,72,328,416,524,3,485540
1257860,668,1064,664,788,3,485540
1257861,780,1104,1244,1376,3,485540
1257864,2372,2716,1100,1332,3,485540
1257866,1400,1620,820,1124,3,485540
1257872,2720,2964,1264,1488,3,485540
