prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1426532,1604,1844,1564,1856,3,557682
1426533,416,668,648,764,3,557682
1426537,464,808,848,1008,3,557682
1426534,1008,1400,2036,2168,3,557682
1426535,572,828,1124,1428,3,557682
1426536,648,772,2584,2880,3,557682
1429516,1675,1823,1551,1733,3,557682
1429518,3559,3778,949,1028,3,557682
1429522,351,686,812,928,3,557682
1429517,3630,3820,2384,2585,3,557682
1429521,699,871,706,978,3,557682
1429519,3451,3570,947,1023,3,557682
1429520,3607,3839,464,751,3,557682
1429525,169,411,1305,1435,3,557682
