prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1424062,1190,1504,669,799,3,558275
1424066,2533,2791,1316,1408,3,558275
1424069,2506,2731,2113,2223,3,558275
1424061,836,1142,630,727,3,558275
1424063,2237,2475,683,836,3,558275
1424064,3195,3509,962,1094,3,558275
1424067,1438,1586,1712,1931,3,558275
1424070,2781,3111,1904,2028,3,558275
1424071,1195,1562,2730,2880,3,558275
1424072,3103,3298,3012,3205,3,558275
1424065,2612,2842,1179,1303,3,558275
1424068,1762,2032,1986,2150,3,558275
