prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5242025,1016,1272,244,504,3,2821537
5242030,1196,1636,1716,1872,3,2821537
5242034,120,336,2072,2312,3,2821537
5242039,2292,2624,1044,1244,3,2821537
5242048,1648,1872,448,684,3,2821537
5242052,224,460,1440,1696,3,2821537
5242028,532,956,652,784,3,2821537
5242032,344,612,1324,1444,3,2821537
5242046,2256,2576,632,884,3,2821537
5260080,2210,2386,982,1244,3,2821537
5260084,3345,3587,2545,2797,3,2821537
5260076,179,368,1968,2080,3,2821537
5260077,1852,2237,2024,2170,3,2821537
5260079,2154,2310,1314,1609,3,2821537
5260082,3836,3989,653,1022,3,2821537
5260083,3335,3544,2313,2532,3,2821537
5260086,3697,3986,2615,2771,3,2821537
5242036,400,712,2164,2288,3,2821537
5260078,1248,1699,896,1068,3,2821537
5260081,3451,3730,793,1025,3,2821537
5260085,3611,3820,2532,2781,3,2821537
5242043,1300,1596,1764,2024,3,2821537
