prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
5251246,1744,2180,1520,1744,3,2821089
5251234,1044,1340,2004,2180,3,2821089
5251220,784,1096,1728,1868,3,2821089
5251241,2716,2892,524,804,3,2821089
5251228,724,1020,1160,1272,3,2821089
5251254,1228,1596,2644,2868,3,2821089
5251214,352,564,1684,1940,3,2821089
5251250,412,632,2456,2772,3,2821089
5251252,472,756,1952,2192,3,2821089
5260067,494,710,1666,1951,3,2821089
5260069,1609,1941,1997,2206,3,2821089
5260068,1500,1838,2897,3026,3,2821089
5260072,3465,3767,292,464,3,2821089
5260075,1105,1328,11,191,3,2821089
5260070,2967,3255,660,886,3,2821089
5260074,2535,2788,4,87,3,2821089
5260071,2459,2588,1400,1646,3,2821089
5260073,3060,3249,375,514,3,2821089
