prediction_id,x_min,x_max,y_min,y_max,spore_type_id,microscope_image_id
1428839,2584,3052,1484,1629,3,563508
1428842,2062,2385,848,975,3,563508
1428837,1957,2100,2650,2936,3,563508
1428840,1976,2208,1406,1539,3,563508
1428843,2996,3394,252,364,3,563508
1428838,1802,2069,2871,2995,3,563508
1428841,2162,2391,1468,1611,3,563508
1432399,1972,2096,2660,2908,3,563508
1432402,2160,2392,1488,1608,3,563508
1432400,1956,2188,1404,1544,3,563508
1432403,3004,3400,248,368,3,563508
1432401,2716,3048,1500,1640,3,563508
